Name,Position,Team,AgainstTeam,Stat,Line,Odds,H2HArray,L5Array,l7_mr,l15_mr,l30_mr,FinalMatchupScore,Temp,Size,H2HAvg,L5Avg,Diff,Rel Diff,Percent,Sample Size,Score,GameId
Donovan Mitchell,SG,CLE,UTA,Rebs+Asts,7.5,goblin,[5],"[11, 10, 5, 10, 10]",25,26,29,86.58,0,1,5.0,9.2,-2.5,-0.25,-33.333,1,4.403,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Donte DiVincenzo,PG,MIN,DAL,3-PT Made,1.5,goblin,"[3, 2, 3]","[3, 3, 2, 5, 5]",23,25,22,78.255,3,3,2.667,3.6,1.167,0.25,77.778,3,7.162,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Assists,2.5,goblin,"[2, 1, 9]","[7, 2, 2, 2, 2]",9,17,25,47.73,1.5,3,4.0,3.0,1.5,0.25,60.0,3,4.26,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Points,11.5,goblin,"[14, 8, 9]","[9, 13, 8, 17, 22]",27,27,29,91.02,1,3,10.333,13.8,-1.167,-0.101,-10.145,3,5.125,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Points,9.5,goblin,"[14, 8, 9]","[9, 13, 8, 17, 22]",27,27,29,91.02,1.5,3,10.333,13.8,0.833,0.088,8.772,3,5.923,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Pts+Asts,14.5,goblin,"[16, 9, 18]","[16, 15, 10, 19, 24]",25,26,28,86.025,2,3,14.333,16.8,-0.167,-0.012,-1.149,3,6.039,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Pts+Asts,11.5,goblin,"[16, 9, 18]","[16, 15, 10, 19, 24]",25,26,28,86.025,2,3,14.333,16.8,2.833,0.246,24.638,3,6.447,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Pts+Rebs,14.5,goblin,"[19, 13, 14]","[12, 17, 10, 20, 25]",26,27,29,89.355,1.5,3,15.333,16.8,0.833,0.057,5.747,3,5.638,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Pts+Rebs+Asts,18.5,goblin,"[21, 14, 23]","[19, 19, 12, 22, 27]",25,25,28,84.915,2,3,19.333,19.8,0.833,0.045,4.505,3,6.012,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Rebounds,2.5,goblin,"[5, 5, 5]","[3, 4, 2, 3, 3]",18,22,28,69.93,3,3,5.0,3.0,2.5,0.25,100.0,3,6.679,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Rebs+Asts,6.5,goblin,"[7, 6, 14]","[10, 6, 4, 5, 5]",14,21,27,61.605,2.5,3,9.0,6.0,2.5,0.25,38.462,3,5.068,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Rebs+Asts,5.5,goblin,"[7, 6, 14]","[10, 6, 4, 5, 5]",14,21,27,61.605,3,3,9.0,6.0,3.5,0.25,63.636,3,5.924,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Steals,0.5,goblin,"[0, 5, 1]","[1, 1, 1, 2, 0]",9,22,28,54.945,2,3,2.0,1.0,1.5,0.25,300.0,3,5.209,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Dyson Daniels,SF,ATL,BOS,Assists,3.5,goblin,"[9, 5]","[1, 6, 4, 4, 5]",2,2,2,6.66,2,2,7.0,4.0,3.5,0.25,100.0,2,3.319,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Points,9.5,goblin,"[15, 6]","[3, 28, 12, 16, 6]",13,2,1,24.42,1,2,10.5,13.0,1.0,0.105,10.526,2,2.835,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Points,8.5,goblin,"[15, 6]","[3, 28, 12, 16, 6]",13,2,1,24.42,1,2,10.5,13.0,2.0,0.235,23.529,2,2.966,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Pts+Asts,11.5,goblin,"[24, 11]","[4, 34, 16, 20, 11]",8,1,1,14.985,1.5,2,17.5,17.0,6.0,0.25,52.174,2,3.164,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Pts+Rebs,14.5,goblin,"[21, 12]","[6, 35, 17, 29, 12]",11,1,2,20.535,1,2,16.5,19.8,2.0,0.138,13.793,2,2.713,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Pts+Rebs+Asts,19.5,goblin,"[30, 17]","[7, 41, 21, 33, 17]",9,1,1,16.65,1,2,23.5,23.8,4.0,0.205,20.513,2,2.606,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Pts+Rebs+Asts,18.5,goblin,"[30, 17]","[7, 41, 21, 33, 17]",9,1,1,16.65,1,2,23.5,23.8,5.0,0.25,27.027,2,2.671,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Rebounds,5.5,goblin,"[6, 6]","[3, 7, 5, 13, 6]",15,3,8,32.745,2,2,6.0,6.8,0.5,0.091,9.091,2,4.147,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Rebounds,4.5,goblin,"[6, 6]","[3, 7, 5, 13, 6]",15,3,8,32.745,2,2,6.0,6.8,1.5,0.25,33.333,2,4.434,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Rebs+Asts,9.5,goblin,"[15, 11]","[4, 13, 9, 17, 11]",6,1,4,13.32,2,2,13.0,10.8,3.5,0.25,36.842,2,3.465,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Rebs+Asts,8.5,goblin,"[15, 11]","[4, 13, 9, 17, 11]",6,1,4,13.32,2,2,13.0,10.8,4.5,0.25,52.941,2,3.657,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Steals,1.5,goblin,"[5, 2]","[2, 4, 1, 2, 2]",15,7,1,33.3,2,2,3.5,2.2,2.0,0.25,133.333,2,4.456,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Evan Mobley,PF,CLE,UTA,3-PT Made,0.5,goblin,[1],"[0, 0, 0, 0, 1]",2,4,8,12.21,1,1,1.0,0.2,0.5,0.25,100.0,1,2.179,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Assists,2.5,goblin,[8],"[3, 3, 6, 4, 3]",27,26,28,89.355,1,1,8.0,3.8,5.5,0.25,220.0,1,6.064,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Points,16.5,goblin,[15],"[26, 18, 19, 8, 23]",19,26,27,75.48,0,1,15.0,18.8,-1.5,-0.091,-9.091,1,3.992,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Points,14.5,goblin,[15],"[26, 18, 19, 8, 23]",19,26,27,75.48,1,1,15.0,18.8,0.5,0.034,3.448,1,5.151,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Pts+Asts,19.5,goblin,[23],"[29, 21, 25, 12, 26]",24,27,29,86.025,1,1,23.0,22.6,3.5,0.179,17.949,1,5.596,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Pts+Rebs,24.5,goblin,[24],"[40, 26, 28, 13, 33]",20,22,26,72.15,0.5,1,24.0,28.0,-0.5,-0.02,-2.041,1,4.409,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Pts+Rebs+Asts,29.5,goblin,[32],"[43, 29, 34, 17, 36]",26,24,28,85.47,1,1,32.0,31.8,2.5,0.085,8.475,1,5.349,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Pts+Rebs+Asts,28.5,goblin,[32],"[43, 29, 34, 17, 36]",26,24,28,85.47,1,1,32.0,31.8,3.5,0.123,12.281,1,5.513,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Rebounds,8.5,goblin,[9],"[14, 8, 9, 5, 10]",21,12,19,58.83,1,1,9.0,9.2,0.5,0.059,5.882,1,4.271,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Rebounds,7.5,goblin,[9],"[14, 8, 9, 5, 10]",21,12,19,58.83,1,1,9.0,9.2,1.5,0.2,20.0,1,4.565,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Rebs+Asts,11.5,goblin,[17],"[17, 11, 15, 9, 13]",24,18,24,73.26,1,1,17.0,13.0,5.5,0.25,47.826,1,4.99,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Rebs+Asts,10.5,goblin,[17],"[17, 11, 15, 9, 13]",24,18,24,73.26,1,1,17.0,13.0,6.5,0.25,61.905,1,5.179,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Steals,0.5,goblin,[2],"[1, 1, 0, 0, 1]",28,29,29,94.905,1,1,2.0,0.6,1.5,0.25,300.0,1,5.786,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Turnovers,1.5,goblin,[1],"[0, 2, 3, 2, 0]",22,18,29,72.705,0,1,1.0,1.4,-0.5,-0.25,-33.333,1,3.419,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
GG Jackson,PF,MEM,PHX,Assists,0.5,goblin,[1],"[1, 0, 2, 0, 3]",21,13,20,60.495,1,1,1.0,1.2,0.5,0.25,100.0,1,4.676,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Blocked Shots,0.5,goblin,[0],"[0, 0, 1, 1, 0]",19,9,3,43.29,0,1,0.0,0.4,-0.5,-0.25,-100.0,1,1.921,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Points,15.5,goblin,[11],"[19, 26, 20, 14, 10]",16,20,25,62.715,0,1,11.0,17.8,-4.5,-0.25,-29.032,1,3.163,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Points,14.5,goblin,[11],"[19, 26, 20, 14, 10]",16,20,25,62.715,0,1,11.0,17.8,-3.5,-0.241,-24.138,1,3.338,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Pts+Rebs,19.5,goblin,[16],"[22, 29, 27, 18, 14]",12,18,27,54.945,0,1,16.0,22.0,-3.5,-0.179,-17.949,1,2.88,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Pts+Rebs+Asts,22.5,goblin,[17],"[23, 29, 29, 18, 17]",15,19,26,60.495,0,1,17.0,23.2,-5.5,-0.244,-24.444,1,3.0,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Rebounds,4.5,goblin,[5],"[3, 3, 7, 4, 4]",3,14,27,35.52,1,1,5.0,4.2,0.5,0.111,11.111,1,2.919,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Rebounds,3.5,goblin,[5],"[3, 3, 7, 4, 4]",3,14,27,35.52,1,1,5.0,4.2,1.5,0.25,42.857,1,3.644,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Rebs+Asts,5.5,goblin,[6],"[4, 3, 9, 4, 7]",10,15,27,48.285,1,1,6.0,5.4,0.5,0.091,9.091,1,3.451,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,3-PT Made,2.5,goblin,"[2, 5]","[2, 1, 2, 5, 4]",12,23,17,54.945,1.5,2,3.5,2.8,1.0,0.25,40.0,2,4.559,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Assists,2.5,goblin,"[4, 1]","[3, 6, 2, 3, 3]",27,28,26,90.465,1,2,2.5,3.4,0.0,0.0,0.0,2,5.721,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Points,14.5,goblin,"[14, 19]","[12, 15, 13, 21, 19]",26,28,30,91.02,1.5,2,16.5,16.0,2.0,0.138,13.793,2,5.878,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Points,13.5,goblin,"[14, 19]","[12, 15, 13, 21, 19]",26,28,30,91.02,2,2,16.5,16.0,3.0,0.222,22.222,2,6.577,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Points,11.5,goblin,"[14, 19]","[12, 15, 13, 21, 19]",26,28,30,91.02,2,2,16.5,16.0,5.0,0.25,43.478,2,6.998,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Pts+Asts,14.5,goblin,"[18, 20]","[15, 21, 15, 24, 22]",28,28,30,94.35,2,2,19.0,19.4,4.5,0.25,31.034,2,7.131,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Pts+Rebs,14.5,goblin,"[17, 19]","[15, 17, 14, 26, 22]",28,27,28,92.13,2,2,18.0,18.8,3.5,0.241,24.138,2,6.917,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Pts+Rebs+Asts,20.5,goblin,"[21, 20]","[18, 23, 16, 29, 25]",29,29,28,96.015,1.5,2,20.5,22.2,0.0,0.0,0.0,2,5.925,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Pts+Rebs+Asts,19.5,goblin,"[21, 20]","[18, 23, 16, 29, 25]",29,29,28,96.015,2,2,20.5,22.2,1.0,0.051,5.128,2,6.456,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Rebounds,1.5,goblin,"[3, 0]","[3, 2, 1, 5, 3]",28,24,8,77.7,1,2,1.5,2.8,0.0,0.0,0.0,2,5.21,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Rebs+Asts,5.5,goblin,"[7, 1]","[6, 8, 3, 8, 6]",30,29,20,93.24,1,2,4.0,6.2,-1.5,-0.25,-27.273,2,5.381,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Rebs+Asts,4.5,goblin,"[7, 1]","[6, 8, 3, 8, 6]",30,29,20,93.24,1,2,4.0,6.2,-0.5,-0.111,-11.111,2,5.603,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Steals,0.5,goblin,"[0, 0]","[0, 1, 0, 1, 2]",15,26,20,64.935,0,2,0.0,0.8,-0.5,-0.25,-100.0,2,3.211,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Harrison Barnes,PF,SAS,CHI,3-PT Made,0.5,goblin,[1],"[0, 2, 4, 3, 1]",11,12,25,45.51,1,1,1.0,2.0,0.5,0.25,100.0,1,4.193,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Blks+Stls,0.5,goblin,[2],"[1, 0, 2, 0, 0]",10,6,14,31.08,1,1,2.0,0.6,1.5,0.25,300.0,1,3.0,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Points,6.5,goblin,[7],"[6, 12, 13, 11, 3]",18,9,22,52.17,1,1,7.0,9.0,0.5,0.077,7.692,1,4.127,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Points,4.5,goblin,[7],"[6, 12, 13, 11, 3]",18,9,22,52.17,1,1,7.0,9.0,2.5,0.25,55.556,1,4.343,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Pts+Rebs+Asts,10.5,goblin,[12],"[10, 17, 17, 15, 5]",25,16,20,70.485,1,1,12.0,12.8,1.5,0.143,14.286,1,4.877,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Rebounds,1.5,goblin,[3],"[1, 4, 3, 2, 1]",24,20,15,70.485,1,1,3.0,2.2,1.5,0.25,100.0,1,5.076,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Rebs+Asts,3.5,goblin,[5],"[4, 5, 4, 4, 2]",25,23,17,76.59,1,1,5.0,3.8,1.5,0.25,42.857,1,5.211,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,3-PT Made,0.5,goblin,[0],"[0, 2, 3, 3, 0]",16,24,24,66.6,0.5,1,0.0,1.6,-0.5,-0.25,-100.0,1,4.126,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Assists,0.5,goblin,[3],"[3, 1, 1, 0, 1]",19,12,12,51.615,1,1,3.0,1.2,2.5,0.25,500.0,1,4.438,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Points,7.5,goblin,[2],"[6, 9, 13, 20, 7]",9,21,29,54.39,0,1,2.0,11.0,-5.5,-0.25,-73.333,1,3.014,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Points,5.5,goblin,[2],"[6, 9, 13, 20, 7]",9,21,29,54.39,0,1,2.0,11.0,-3.5,-0.25,-63.636,1,3.364,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Pts+Asts,9.5,goblin,[5],"[9, 10, 14, 20, 8]",11,17,27,52.17,0,1,5.0,12.2,-4.5,-0.25,-47.368,1,2.925,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Pts+Rebs,9.5,goblin,[4],"[7, 10, 15, 24, 11]",10,23,27,57.165,0,1,4.0,13.4,-5.5,-0.25,-57.895,1,3.242,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Pts+Rebs+Asts,12.5,goblin,[7],"[10, 11, 16, 24, 12]",11,20,25,54.39,0,1,7.0,14.6,-5.5,-0.25,-44.0,1,2.726,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Pts+Rebs+Asts,11.5,goblin,[7],"[10, 11, 16, 24, 12]",11,20,25,54.39,0,1,7.0,14.6,-4.5,-0.25,-39.13,1,3.014,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Pts+Rebs+Asts,9.5,goblin,[7],"[10, 11, 16, 24, 12]",11,20,25,54.39,0,1,7.0,14.6,-2.5,-0.25,-26.316,1,3.364,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Rebounds,1.5,goblin,[2],"[1, 1, 2, 4, 4]",18,21,19,63.825,1,1,2.0,2.4,0.5,0.25,33.333,1,4.809,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Rebs+Asts,3.5,goblin,[5],"[4, 2, 3, 4, 5]",17,16,18,56.055,1,1,5.0,3.6,1.5,0.25,42.857,1,4.235,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Rebs+Asts,2.5,goblin,[5],"[4, 2, 3, 4, 5]",17,16,18,56.055,1,1,5.0,3.6,2.5,0.25,100.0,1,4.615,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Steals,0.5,goblin,[0],"[1, 0, 1, 0, 0]",25,18,13,68.82,0,1,0.0,0.4,-0.5,-0.25,-100.0,1,2.942,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Turnovers,0.5,goblin,[2],"[2, 0, 0, 0, 2]",8,2,9,20.535,1,1,2.0,0.8,1.5,0.25,300.0,1,2.611,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Jake LaRavia,SF,LAL,WAS,3-PT Made,0.5,goblin,[0],"[1, 0, 1, 0, 0]",1,4,15,14.43,0.5,1,0.0,0.4,-0.5,-0.25,-100.0,1,1.623,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Jake LaRavia,SF,LAL,WAS,Points,9.5,goblin,[3],"[5, 0, 7, 6, 0]",1,4,12,12.765,0,1,3.0,3.6,-6.5,-0.25,-68.421,1,0.2,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Jake LaRavia,SF,LAL,WAS,Points,7.5,goblin,[3],"[5, 0, 7, 6, 0]",1,4,12,12.765,0,1,3.0,3.6,-4.5,-0.25,-60.0,1,0.317,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Jake LaRavia,SF,LAL,WAS,Pts+Rebs,14.5,goblin,[9],"[11, 1, 8, 11, 2]",4,12,24,33.3,0,1,9.0,6.6,-5.5,-0.25,-37.931,1,1.021,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Jake LaRavia,SF,LAL,WAS,Rebounds,4.5,goblin,[6],"[6, 1, 1, 5, 2]",26,28,30,91.02,1,1,6.0,3.0,1.5,0.25,33.333,1,5.098,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Jake LaRavia,SF,LAL,WAS,Rebounds,3.5,goblin,[6],"[6, 1, 1, 5, 2]",26,28,30,91.02,1,1,6.0,3.0,2.5,0.25,71.429,1,5.169,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Jalen Johnson,PF,ATL,BOS,3-PT Made,1.5,goblin,"[2, 3, 5]","[2, 2, 2, 5, 4]",19,25,29,75.48,3,3,3.333,3.0,1.833,0.25,122.222,3,7.051,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Assists,6.5,goblin,"[5, 7, 6]","[9, 3, 12, 6, 10]",18,2,3,33.855,1.5,3,6.0,8.0,-0.5,-0.077,-7.692,3,3.402,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Points,19.5,goblin,"[12, 19, 29]","[17, 14, 27, 29, 26]",3,1,2,7.215,1.5,3,20.0,22.6,0.5,0.026,2.564,3,2.311,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Pts+Asts,24.5,goblin,"[17, 26, 35]","[26, 17, 39, 35, 36]",4,1,2,8.88,2,3,26.0,30.6,1.5,0.061,6.122,3,3.111,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Pts+Rebs,29.5,goblin,"[20, 33, 35]","[28, 19, 35, 35, 31]",2,2,1,6.105,2,3,29.333,29.6,-0.167,-0.006,-0.565,3,2.513,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Pts+Rebs,24.5,goblin,"[20, 33, 35]","[28, 19, 35, 35, 31]",2,2,1,6.105,2,3,29.333,29.6,4.833,0.197,19.728,3,3.156,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Pts+Rebs+Asts,36.5,goblin,"[25, 40, 41]","[37, 22, 47, 41, 41]",6,2,1,12.765,2,3,35.333,37.6,-1.167,-0.032,-3.196,3,2.996,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Pts+Rebs+Asts,34.5,goblin,"[25, 40, 41]","[37, 22, 47, 41, 41]",6,2,1,12.765,2,3,35.333,37.6,0.833,0.024,2.415,3,3.111,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Rebounds,7.5,goblin,"[8, 14, 6]","[11, 5, 8, 6, 5]",10,4,5,23.865,2,3,9.333,7.0,1.833,0.244,24.444,3,3.28,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Rebounds,6.5,goblin,"[8, 14, 6]","[11, 5, 8, 6, 5]",10,4,5,23.865,2.5,3,9.333,7.0,2.833,0.25,43.59,3,3.895,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Rebs+Asts,14.5,goblin,"[13, 21, 12]","[20, 8, 20, 12, 15]",16,3,4,32.19,1,3,15.333,15.0,0.833,0.057,5.747,3,2.874,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Steals,0.5,goblin,"[1, 0, 1]","[2, 1, 0, 1, 1]",6,1,1,11.655,2,3,0.667,1.0,0.167,0.25,33.333,3,3.477,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Turnovers,2.5,goblin,"[4, 3, 2]","[4, 4, 5, 2, 4]",12,5,1,26.085,2,3,3.0,3.8,0.5,0.2,20.0,3,3.987,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
James Harden,PG,CLE,UTA,3-PT Made,2.5,goblin,"[2, 1, 3]","[7, 4, 4, 3, 2]",19,24,23,71.04,1.5,3,2.0,4.0,-0.5,-0.2,-20.0,3,4.97,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Assists,7.5,goblin,"[11, 7, 10]","[9, 10, 7, 7, 14]",27,27,20,86.025,2.5,3,9.333,9.4,1.833,0.244,24.444,3,6.838,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Assists,6.5,goblin,"[11, 7, 10]","[9, 10, 7, 7, 14]",27,27,20,86.025,3,3,9.333,9.4,2.833,0.25,43.59,3,7.473,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Points,19.5,goblin,"[15, 20, 16]","[36, 20, 26, 18, 17]",11,13,18,42.735,1,3,17.0,23.4,-2.5,-0.128,-12.821,3,3.158,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Points,18.5,goblin,"[15, 20, 16]","[36, 20, 26, 18, 17]",11,13,18,42.735,1,3,17.0,23.4,-1.5,-0.081,-8.108,3,3.371,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Points,17.5,goblin,"[15, 20, 16]","[36, 20, 26, 18, 17]",11,13,18,42.735,1,3,17.0,23.4,-0.5,-0.029,-2.857,3,3.674,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
