Name,Position,Team,AgainstTeam,Stat,Line,Odds,H2HArray,L5Array,l7_mr,l15_mr,l30_mr,FinalMatchupScore,Temp,Size,H2HAvg,L5Avg,Diff,Rel Diff,Percent,Sample Size,Score,GameId
Ace Bailey,PF,UTA,CLE,Points,18.5,standard,[4],"[25, 37, 15, 15, 13]",28,28,19,88.245,0,1,4.0,21.0,-14.5,-0.25,-78.378,1,3.942,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Ace Bailey,PF,UTA,CLE,Pts+Asts,20.5,standard,[6],"[29, 40, 18, 16, 15]",26,29,19,86.025,0,1,6.0,23.6,-14.5,-0.25,-70.732,1,3.864,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Ace Bailey,PF,UTA,CLE,Pts+Rebs,23.5,standard,[7],"[32, 43, 20, 22, 19]",26,28,14,82.14,0,1,7.0,27.2,-16.5,-0.25,-70.213,1,3.712,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Ace Bailey,PF,UTA,CLE,Pts+Rebs+Asts,25.5,standard,[9],"[36, 46, 23, 23, 21]",23,26,15,75.48,0,1,9.0,29.8,-16.5,-0.25,-64.706,1,3.454,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Ace Bailey,PF,UTA,CLE,Rebs+Asts,7.5,standard,[5],"[11, 9, 8, 8, 8]",5,8,9,22.2,0,1,5.0,8.8,-2.5,-0.25,-33.333,1,2.025,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Alex Sarr,C,WAS,LAL,Points,11.5,standard,[16],"[16, 4, 2, 14, 8]",27,24,24,84.915,1,1,16.0,8.8,4.5,0.25,39.13,1,4.864,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Alex Sarr,C,WAS,LAL,Pts+Rebs,17.5,standard,[22],"[20, 9, 5, 19, 17]",23,19,22,71.595,1,1,22.0,14.0,4.5,0.25,25.714,1,4.471,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Alex Sarr,C,WAS,LAL,Pts+Rebs+Asts,19.5,standard,[27],"[20, 9, 7, 27, 20]",22,24,23,76.035,1,1,27.0,16.6,7.5,0.25,38.462,1,4.799,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Andrew Wiggins,PF,MIA,PHI,3-PT Made,1.5,standard,[2],"[0, 1, 2, 3, 3]",29,30,24,94.905,1,1,2.0,1.8,0.5,0.25,33.333,1,5.903,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Andrew Wiggins,PF,MIA,PHI,Points,13.5,standard,[18],"[8, 9, 12, 12, 15]",15,27,18,64.935,1,1,18.0,11.2,4.5,0.25,33.333,1,3.874,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Andrew Wiggins,PF,MIA,PHI,Pts+Rebs,17.5,standard,[20],"[12, 12, 15, 13, 21]",16,27,22,68.82,1,1,20.0,14.6,2.5,0.143,14.286,1,3.971,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Anthony Edwards,SG,MIN,DAL,Points,28.5,standard,"[13, 20, 40]","[34, 14, 36, 42, 19]",18,25,20,68.82,1,3,24.333,29.0,-4.167,-0.146,-14.62,3,4.056,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Anthony Edwards,SG,MIN,DAL,Pts+Asts,32.5,standard,"[16, 26, 41]","[36, 18, 41, 47, 24]",22,25,23,77.145,1,3,27.667,33.2,-4.833,-0.149,-14.872,3,4.387,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Anthony Edwards,SG,MIN,DAL,Pts+Rebs,32.5,standard,"[17, 26, 46]","[37, 16, 38, 50, 25]",16,26,24,68.82,1,3,29.667,33.2,-2.833,-0.087,-8.718,3,4.138,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Anthony Edwards,SG,MIN,DAL,Pts+Rebs+Asts,37,standard,"[20, 32, 47]","[39, 20, 43, 55, 30]",20,25,25,74.925,1,3,33.0,37.4,-4.0,-0.108,-10.811,3,4.346,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Anthony Edwards,SG,MIN,DAL,Rebounds,4.5,standard,"[4, 6, 6]","[3, 2, 2, 8, 6]",11,21,27,56.61,2.5,3,5.333,4.2,0.833,0.185,18.519,3,4.904,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Anthony Edwards,SG,MIN,DAL,Rebs+Asts,8.5,standard,"[7, 12, 7]","[5, 6, 7, 13, 11]",22,28,28,83.25,1,3,8.667,8.4,0.167,0.02,1.961,3,4.603,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ausar Thompson,SF,DET,OKC,Points,11.5,standard,[11],"[8, 6, 18, 11, 6]",3,3,2,9.435,0.5,1,11.0,9.8,-0.5,-0.043,-4.348,1,1.11,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Ausar Thompson,SF,DET,OKC,Pts+Asts,15,standard,[18],"[12, 9, 23, 11, 6]",1,2,2,4.995,1,1,18.0,12.2,3.0,0.2,20.0,1,1.437,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Ausar Thompson,SF,DET,OKC,Pts+Rebs,18.5,standard,[15],"[11, 11, 22, 15, 12]",2,5,3,10.545,0,1,15.0,14.2,-3.5,-0.189,-18.919,1,0.392,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Ausar Thompson,SF,DET,OKC,Pts+Rebs+Asts,21.5,standard,[22],"[15, 14, 27, 15, 12]",2,2,5,8.325,1,1,22.0,16.6,0.5,0.023,2.326,1,1.44,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Ausar Thompson,SF,DET,OKC,Rebounds,6.5,standard,[4],"[3, 5, 4, 4, 6]",19,15,17,57.72,0,1,4.0,4.4,-2.5,-0.25,-38.462,1,2.115,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Ausar Thompson,SF,DET,OKC,Rebs+Asts,9.5,standard,[11],"[7, 8, 9, 4, 6]",5,8,15,25.53,1,1,11.0,6.8,1.5,0.158,15.789,1,2.075,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Ausar Thompson,SF,DET,OKC,Steals,1.5,standard,[3],"[7, 1, 4, 3, 4]",22,25,10,69.93,1,1,3.0,3.8,1.5,0.25,100.0,1,5.054,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Ayo Dosunmu,SG,MIN,DAL,Assists,4.5,standard,"[8, 3]","[0, 2, 6, 8, 6]",26,27,25,87.135,1,2,5.5,4.4,1.0,0.222,22.222,2,5.281,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Points,17,standard,"[20, 5]","[18, 19, 23, 17, 17]",18,25,20,68.82,1,2,12.5,18.8,-4.5,-0.25,-26.471,2,4.623,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Asts,21.5,standard,"[28, 8]","[18, 21, 29, 25, 23]",22,25,23,77.145,1,2,18.0,23.2,-3.5,-0.163,-16.279,2,4.676,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Rebs,21,standard,"[24, 7]","[22, 24, 32, 27, 25]",16,26,24,68.82,1,2,15.5,26.0,-5.5,-0.25,-26.19,2,4.711,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Rebs+Asts,25.5,standard,"[32, 10]","[22, 26, 38, 35, 31]",20,25,25,74.925,1,2,21.0,30.4,-4.5,-0.176,-17.647,2,4.766,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Rebs+Asts,8.5,standard,"[12, 5]","[4, 7, 15, 18, 14]",22,28,28,83.25,1,2,8.5,11.6,0.0,0.0,0.0,2,5.082,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Turnovers,1.5,standard,"[3, 0]","[2, 2, 1, 2, 2]",27,11,2,58.275,1,2,1.5,1.8,0.0,0.0,0.0,2,4.283,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Bam Adebayo,C,MIA,PHI,Points,21.5,standard,"[18, 29]","[32, 18, 17, 14, 15]",16,18,21,58.275,1,2,23.5,19.2,2.0,0.093,9.302,2,3.473,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Asts,25.5,standard,"[19, 32]","[36, 22, 24, 17, 18]",17,23,22,66.045,1,2,25.5,23.4,0.0,0.0,0.0,2,3.707,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Rebs,32.5,standard,"[31, 43]","[53, 21, 27, 30, 27]",24,28,23,83.805,1,2,37.0,31.6,4.5,0.138,13.846,2,4.592,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Rebs+Asts,35.5,standard,"[32, 46]","[57, 25, 34, 33, 30]",27,28,24,89.355,1,2,39.0,35.8,3.5,0.099,9.859,2,4.799,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Rebounds,10.5,standard,"[13, 14]","[21, 3, 10, 16, 12]",30,30,25,97.125,2,2,13.5,12.4,3.0,0.25,28.571,2,6.846,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Rebs+Asts,13.5,standard,"[14, 17]","[25, 7, 17, 19, 15]",30,30,26,97.68,2,2,15.5,16.6,2.0,0.148,14.815,2,6.915,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bilal Coulibaly,SF,WAS,LAL,Points,11.5,standard,[7],"[21, 13, 11, 21, 4]",8,1,17,23.865,0,1,7.0,14.0,-4.5,-0.25,-39.13,1,1.771,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Pts+Asts,13.5,standard,[9],"[25, 15, 14, 23, 6]",7,3,19,25.53,0,1,9.0,16.6,-4.5,-0.25,-33.333,1,1.963,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Pts+Rebs,15.5,standard,[9],"[25, 18, 13, 27, 9]",8,4,16,26.64,0,1,9.0,18.4,-6.5,-0.25,-41.935,1,1.746,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Pts+Rebs+Asts,17.5,standard,[11],"[29, 20, 16, 29, 11]",7,6,17,27.75,0,1,11.0,21.0,-6.5,-0.25,-37.143,1,1.799,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Rebs+Asts,5.5,standard,[4],"[8, 7, 5, 8, 7]",7,19,13,39.96,0,1,4.0,7.0,-1.5,-0.25,-27.273,1,2.67,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bronny James,SG,LAL,WAS,Points,6.5,standard,[4],"[3, 0, 0, 4, 3]",7,2,7,17.76,0,1,4.0,2.0,-2.5,-0.25,-38.462,1,0.4,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Assists,4.5,standard,[6],"[3, 8, 3, 5, 4]",21,16,24,66.045,1,1,6.0,4.6,1.5,0.25,33.333,1,4.397,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Points,10.5,standard,[15],"[19, 14, 12, 16, 11]",20,8,10,47.73,1,1,15.0,14.4,4.5,0.25,42.857,1,4.399,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Pts+Asts,15.5,standard,[21],"[22, 22, 15, 21, 15]",20,11,12,52.17,1,1,21.0,19.0,5.5,0.25,35.484,1,4.327,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Pts+Rebs,13.5,standard,[18],"[22, 15, 14, 18, 13]",19,10,9,47.73,1,1,18.0,16.4,4.5,0.25,33.333,1,4.259,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Pts+Rebs+Asts,18.5,standard,[24],"[25, 23, 17, 23, 17]",18,11,13,49.395,1,1,24.0,21.0,5.5,0.25,29.73,1,3.922,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Rebs+Asts,7.5,standard,[9],"[6, 9, 5, 7, 6]",16,17,22,57.72,1,1,9.0,6.6,1.5,0.2,20.0,1,3.707,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
CJ McCollum,PG,ATL,BOS,3-PT Made,2.5,standard,"[0, 3, 0, 1, 3]","[1, 3, 5, 3, 2]",9,14,17,39.96,2,5,1.4,2.8,-1.1,-0.25,-44.0,5,3.324,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Assists,3.5,standard,"[4, 3, 4, 3, 2]","[5, 9, 5, 2, 5]",4,4,3,12.765,3.0,5,3.2,5.2,-0.3,-0.086,-8.571,5,3.385,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Points,16.5,standard,"[3, 22, 11, 13, 21]","[23, 15, 27, 21, 22]",6,7,5,20.535,2,5,14.0,21.6,-2.5,-0.152,-15.152,5,2.931,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Asts,20.5,standard,"[7, 25, 15, 16, 23]","[28, 24, 32, 23, 27]",4,6,4,15.54,2,5,17.2,26.8,-3.3,-0.161,-16.098,5,2.948,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Rebs,20.5,standard,"[4, 24, 18, 16, 26]","[26, 19, 28, 26, 26]",6,8,7,22.755,2,5,17.6,25.0,-2.9,-0.141,-14.146,5,3.02,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Rebs+Asts,24.5,standard,"[8, 27, 22, 19, 28]","[31, 28, 33, 28, 31]",3,6,5,14.43,2,5,20.8,30.2,-3.7,-0.151,-15.102,5,2.91,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Steals,0.5,standard,"[0, 1, 0, 1, 0]","[0, 1, 1, 0, 1]",10,10,11,33.855,2,5,0.4,0.6,-0.1,-0.2,-20.0,5,3.109,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Caris LeVert,SG,DET,OKC,Points,9.5,standard,[9],"[14, 5, 8, 4, 8]",23,12,9,56.61,0.5,1,9.0,7.8,-0.5,-0.053,-5.263,1,2.854,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Asts,12.5,standard,[10],"[20, 10, 12, 6, 12]",20,8,6,45.51,0,1,10.0,12.0,-2.5,-0.2,-20.0,1,2.145,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Rebs,12.5,standard,[9],"[19, 7, 11, 9, 10]",22,14,12,58.83,0,1,9.0,11.2,-3.5,-0.25,-28.0,1,2.373,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Rebs+Asts,15.5,standard,[10],"[25, 12, 15, 11, 14]",22,11,10,54.39,0,1,10.0,15.4,-5.5,-0.25,-35.484,1,2.377,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Rebs+Asts,6.5,standard,[1],"[11, 7, 7, 7, 6]",15,7,10,38.295,0,1,1.0,7.6,-5.5,-0.25,-84.615,1,2.55,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Points,7.5,standard,[23],"[4, 5, 7, 21, 5]",5,13,7,26.64,1,1,23.0,8.4,15.5,0.25,206.667,1,2.652,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Pts+Asts,10.5,standard,[28],"[7, 8, 7, 23, 6]",5,12,6,24.975,1,1,28.0,10.2,17.5,0.25,166.667,1,2.37,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Pts+Rebs,11.5,standard,[25],"[6, 6, 11, 26, 6]",3,11,5,19.98,1,1,25.0,11.0,13.5,0.25,117.391,1,2.277,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Pts+Rebs+Asts,14.5,standard,[30],"[9, 9, 11, 28, 7]",3,9,2,16.095,1,1,30.0,12.8,15.5,0.25,106.897,1,1.956,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cedric Coward,SG,MEM,PHX,3-PT Made,1.5,standard,[2],"[2, 0, 2, 1, 2]",18,12,11,49.395,1,1,2.0,1.4,0.5,0.25,33.333,1,3.905,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Points,14.5,standard,[14],"[17, 15, 12, 10, 24]",21,9,6,48.285,0.5,1,14.0,15.6,-0.5,-0.034,-3.448,1,3.169,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Asts,17.5,standard,[15],"[22, 16, 16, 12, 28]",18,10,3,42.735,0,1,15.0,18.8,-2.5,-0.143,-14.286,1,2.143,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Rebs,20.5,standard,[18],"[17, 22, 13, 14, 33]",20,8,6,45.51,0,1,18.0,19.8,-2.5,-0.122,-12.195,1,2.194,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Rebs+Asts,23.5,standard,[19],"[22, 23, 17, 16, 37]",15,10,4,38.295,0,1,19.0,23.0,-4.5,-0.191,-19.149,1,1.758,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Rebounds,5.5,standard,[4],"[0, 7, 1, 4, 9]",12,16,18,47.73,0,1,4.0,4.2,-1.5,-0.25,-27.273,1,2.075,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Rebs+Asts,8.5,standard,[5],"[5, 8, 5, 6, 13]",4,11,9,23.865,0,1,5.0,7.4,-3.5,-0.25,-41.176,1,1.075,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Steals,0.5,standard,[0],"[0, 1, 0, 1, 4]",1,1,2,3.885,0,1,0.0,1.2,-0.5,-0.25,-100.0,1,0.877,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cody Williams,SG,UTA,CLE,3-PT Made,0.5,standard,[2],"[1, 0, 0, 0, 0]",16,5,21,43.845,1,1,2.0,0.2,1.5,0.25,300.0,1,3.444,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Assists,2.5,standard,[2],"[5, 3, 1, 7, 2]",9,12,6,31.635,0.5,1,2.0,3.6,-0.5,-0.2,-20.0,1,2.639,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Blks+Stls,1.5,standard,[0],"[1, 0, 3, 2, 2]",15,15,23,54.39,0,1,0.0,1.6,-1.5,-0.25,-100.0,1,2.776,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Points,12.5,standard,[8],"[23, 15, 24, 24, 0]",8,7,12,27.75,0,1,8.0,17.2,-4.5,-0.25,-36.0,1,2.065,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Asts,15.5,standard,[10],"[28, 18, 25, 31, 2]",6,9,9,24.975,0,1,10.0,20.8,-5.5,-0.25,-35.484,1,1.954,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Rebs,16.5,standard,[11],"[26, 15, 28, 24, 2]",7,7,9,24.42,0,1,11.0,19.0,-5.5,-0.25,-33.333,1,1.634,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Rebs+Asts,19.5,standard,[13],"[31, 18, 29, 31, 4]",7,9,8,26.085,0,1,13.0,22.6,-6.5,-0.25,-33.333,1,1.705,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Rebs+Asts,6.5,standard,[5],"[8, 3, 5, 7, 4]",6,12,6,26.64,0,1,5.0,5.4,-1.5,-0.231,-23.077,1,1.287,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Collin Gillespie,PG,PHX,MEM,Points,12.5,standard,"[14, 10]","[24, 18, 16, 11, 0]",16,12,13,47.175,1,2,12.0,13.8,-0.5,-0.04,-4.0,2,3.502,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Asts,16.5,standard,"[19, 13]","[30, 24, 19, 12, 7]",15,17,17,53.28,1,2,16.0,18.4,-0.5,-0.03,-3.03,2,3.763,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Rebs,16,standard,"[20, 18]","[26, 22, 20, 14, 3]",21,20,15,65.49,2,2,19.0,17.0,3.0,0.188,18.75,2,5.323,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Rebs+Asts,21,standard,"[25, 21]","[32, 28, 23, 15, 10]",22,23,22,74.37,2,2,23.0,21.6,2.0,0.095,9.524,2,5.562,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Rebounds,3.5,standard,"[6, 8]","[2, 4, 4, 3, 3]",29,30,25,95.46,2,2,7.0,3.2,3.5,0.25,100.0,2,6.486,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Sexton,SG,CHI,SAS,Points,17,standard,[21],"[9, 25, 16, 22, 26]",14,1,1,24.975,1,1,21.0,19.6,4.0,0.235,23.529,1,3.066,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Collin Sexton,SG,CHI,SAS,Pts+Asts,19.5,standard,[24],"[11, 27, 20, 25, 28]",14,1,2,25.53,1,1,24.0,22.2,4.5,0.231,23.077,1,3.192,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Collin Sexton,SG,CHI,SAS,Pts+Rebs,19.5,standard,[21],"[13, 29, 17, 25, 27]",12,2,1,22.755,1,1,21.0,22.2,1.5,0.077,7.692,1,2.759,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Collin Sexton,SG,CHI,SAS,Pts+Rebs+Asts,22.5,standard,[24],"[15, 31, 21, 28, 29]",13,1,3,24.42,1,1,24.0,24.8,1.5,0.067,6.667,1,2.796,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Collin Sexton,SG,CHI,SAS,Rebs+Asts,4.5,standard,[3],"[6, 6, 5, 6, 3]",8,17,17,41.625,0,1,3.0,5.2,-1.5,-0.25,-33.333,1,2.558,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Cooper Flagg,PG,DAL,MIN,Assists,5.5,standard,[2],"[5, 8, 9, 7, 2]",11,8,17,36.63,0,1,2.0,6.2,-3.5,-0.25,-63.636,1,2.222,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Cooper Flagg,PG,DAL,MIN,Points,22.5,standard,[15],"[17, 18, 32, 26, 24]",1,6,27,23.31,0,1,15.0,23.4,-7.5,-0.25,-33.333,1,1.515,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Cooper Flagg,PG,DAL,MIN,Pts+Asts,28,standard,[17],"[22, 26, 41, 33, 26]",1,5,24,20.535,0,1,17.0,29.6,-11.0,-0.25,-39.286,1,1.182,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Cooper Flagg,PG,DAL,MIN,Pts+Rebs,29.5,standard,[16],"[23, 28, 36, 34, 27]",3,12,28,33.855,0,1,16.0,29.6,-13.5,-0.25,-45.763,1,1.679,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Cooper Flagg,PG,DAL,MIN,Pts+Rebs+Asts,34.5,standard,[18],"[28, 36, 45, 41, 29]",2,9,26,27.75,0,1,18.0,35.8,-16.5,-0.25,-47.826,1,1.691,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Cooper Flagg,PG,DAL,MIN,Rebounds,6.5,standard,[1],"[6, 10, 4, 8, 3]",26,27,30,89.91,0,1,1.0,6.2,-5.5,-0.25,-84.615,1,4.005,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Cooper Flagg,PG,DAL,MIN,Rebs+Asts,12.5,standard,[3],"[11, 18, 13, 15, 5]",23,19,23,72.15,0,1,3.0,12.4,-9.5,-0.25,-76.0,1,3.436,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Cooper Flagg,PG,DAL,MIN,Turnovers,2.5,standard,[1],"[6, 2, 7, 0, 3]",12,15,27,51.615,0,1,1.0,3.6,-1.5,-0.25,-60.0,1,2.787,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Daniel Gafford,C,DAL,MIN,Points,10.5,standard,"[14, 8]","[14, 22, 24, 7, 20]",7,6,3,19.98,1,2,11.0,17.4,0.5,0.048,4.762,2,2.833,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Daniel Gafford,C,DAL,MIN,Pts+Asts,12.5,standard,"[14, 9]","[15, 23, 24, 8, 25]",9,9,5,27.75,1,2,11.5,19.0,-1.0,-0.08,-8.0,2,3.015,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Daniel Gafford,C,DAL,MIN,Pts+Rebs,19,standard,"[20, 13]","[24, 36, 32, 20, 27]",12,11,5,34.965,1,2,16.5,27.8,-2.5,-0.132,-13.158,2,3.484,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Daniel Gafford,C,DAL,MIN,Pts+Rebs+Asts,20.5,standard,"[20, 14]","[25, 37, 32, 21, 32]",13,12,6,38.295,0.5,2,17.0,29.4,-3.5,-0.171,-17.073,2,3.135,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Daniel Gafford,C,DAL,MIN,Rebounds,7.5,standard,"[6, 5]","[10, 14, 8, 13, 7]",28,24,8,77.7,0,2,5.5,10.4,-2.0,-0.25,-26.667,2,4.072,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Daniel Gafford,C,DAL,MIN,Steals,0.5,standard,"[1, 2]","[1, 0, 0, 0, 1]",17,16,23,58.83,2,2,1.5,0.4,1.0,0.25,200.0,2,4.711,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Daniss Jenkins,PG,DET,OKC,Points,16.5,standard,[4],"[22, 30, 19, 19, 13]",8,4,7,21.645,0,1,4.0,20.6,-12.5,-0.25,-75.758,1,1.82,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Daniss Jenkins,PG,DET,OKC,Pts+Asts,22.5,standard,[4],"[30, 38, 29, 28, 17]",3,2,7,11.1,0,1,4.0,28.4,-18.5,-0.25,-82.222,1,1.399,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
